"","page_id","NAME","ID","ALIGN","EYE","HAIR","SEX","LGBTQ","ALIVE","APPEARANCES","MONTH_FA","YEAR_FA","UNIVERSE"
"10410",740874,"Victoria (Earth-616)","No Dual Identity","Neutral Characters","Hazel Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10411",18548,"Zoltaro (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10412",718599,"Aaron Carpenter (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10413",738533,"Adelynn Duquesne (Earth-616)","Secret Identity","Good Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10414",744912,"Adomox (Earth-616)","Public Identity","Bad Characters","Yellow Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10415",724506,"Angela Snow (Earth-616)","No Dual Identity","Neutral Characters","Amber Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10416",709573,"Anton Wexler (Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Light Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10417",612169,"Arthur Vanko (Earth-616)","No Dual Identity","Neutral Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10418",685271,"Barbara McDevitt (Earth-616)","Public Identity","Good Characters","Blue Eyes","Red Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10419",659023,"Blake Schiel (Earth-616)","Public Identity","Neutral Characters","Blue Eyes","Blond Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10420",697460,"Bruin (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10421",743227,"Cepul (Earth-616)","No Dual Identity","Bad Characters","White Eyes","No Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10422",663270,"Charles Dalton (Earth-616)","No Dual Identity","Neutral Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10423",715825,"Commander Steigen (Earth-616)","No Dual Identity","Bad Characters","White Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10424",731706,"Devastator (Ascendants) (Earth-616)","Secret Identity","Good Characters","Green Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10425",495340,"Edith Barton (Earth-616)","Public Identity","Neutral Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10426",670238,"Eugene Judd (Revenant) (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10427",692266,"Fiona (Inhuman) (Earth-616)","Secret Identity","Good Characters","Blue Eyes",NA,"Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10428",692249,"Flynn (Inhuman) (Earth-616)","Secret Identity","Good Characters","Red Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10429",681060,"Flynt Ward (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10430",671339,"Gavrel Achter (Earth-616)","Secret Identity","Bad Characters","Red Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10431",695222,"Gron (Earth-616)","Secret Identity","Good Characters","Blue Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10432",495343,"Harold Barton (Earth-616)","Public Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10433",703896,"Heavy (Earth-616)","Secret Identity","Neutral Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10434",685267,"Jason Quantrell (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10435",695223,"Jinin (Earth-616)","Secret Identity","Good Characters","White Eyes","Purple Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10436",653869,"Joanie (LMD) (Earth-616)","No Dual Identity","Bad Characters",NA,"Auburn Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10437",663458,"Kaldera (Earth-616)","Public Identity","Bad Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10438",704263,"Kenneth Driscoll (Earth-616)","Public Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10439",715856,"Kevin Brashear (Earth-616)","No Dual Identity","Neutral Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10440",653881,"Kilgore Sentinel (Earth-616)","Secret Identity","Good Characters","Yellow Eyes",NA,NA,FALSE,"Living Characters",2,NA,NA,"Marvel"
"10441",664203,"Krakoas (Hellfire Academy) (Earth-616)",NA,"Bad Characters","Red Eyes","No Hair",NA,FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10442",721908,"Le Necrogateur (Earth-616)","Secret Identity","Good Characters","Red Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10443",708782,"Leviathan (Whalesong) (Earth-616)","Secret Identity","Good Characters","Black Eyes","No Hair",NA,FALSE,"Living Characters",2,NA,NA,"Marvel"
"10444",726011,"Marci Camp (Earth-616)","Secret Identity","Bad Characters","Blue Eyes",NA,"Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10445",697623,"Mauler (Hobgoblin) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10446",707954,"Max Brashear (Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10447",642155,"Michael D. Allred (Earth-616)","Public Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10448",612296,"Nessa (Earth-616)","Secret Identity","Neutral Characters","Black Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10449",670234,"Ororo Munroe (Revenant) (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Black Hair","Female Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10450",727069,"Orville (Earth-616)","No Dual Identity","Neutral Characters","Brown Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10451",670506,"Protozoan Porter (Legion Personality) (Earth-616)","Secret Identity","Neutral Characters",NA,"No Hair",NA,FALSE,"Living Characters",2,NA,NA,"Marvel"
"10452",703889,"Reflex (Hand ninja) (Earth-616)","Secret Identity","Neutral Characters","White Eyes",NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10453",751042,"Ryan Trent (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10454",675774,"Saint (Boris) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10455",752118,"Samuel (Down Acres) (Earth-616)","No Dual Identity","Neutral Characters","White Eyes",NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10456",671333,"Sarah Garza (Earth-616)","No Dual Identity","Good Characters","Black Eyes","Brown Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10457",724516,"Scott Dakei (Earth-616)","No Dual Identity","Bad Characters","Blue Eyes","Brown Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10458",675776,"Skull (Gleb) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10459",706481,"Slasher (ex-S.H.I.E.L.D. agent) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10460",655935,"Smedley Kornfeld (Earth-616)","Secret Identity","Neutral Characters","Blue Eyes","Bald","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10461",715284,"Snaggi (Earth-616)","No Dual Identity","Bad Characters","Yellow Eyes","Black Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10462",722109,"Sneedge (Earth-616)","No Dual Identity","Good Characters","Pink Eyes","Bald","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10463",704480,"Stella Webb (Earth-616)","No Dual Identity","Bad Characters","Blue Eyes","Brown Hair","Female Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10464",713047,"Sunfire (North Korean Mutate) (Earth-616)","Secret Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10465",669899,"Sylvia Prell (Earth-616)",NA,"Neutral Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10466",704475,"Theodore Goodrich (Earth-616)","No Dual Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Deceased Characters",2,NA,NA,"Marvel"
"10467",706609,"Travis (A.I.M.) (Earth-616)","Secret Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10468",680987,"Whalesong (Earth-616)","Secret Identity","Good Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10469",658695,"White Man (Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10470",731695,"Xian Zheng (Earth-616)","No Dual Identity","Good Characters","Black Eyes","Black Hair","Male Characters",FALSE,"Living Characters",2,NA,NA,"Marvel"
"10471",461528,"Bardak (Earth-616)","No Dual Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",1,"December",1939,"Marvel"
"10472",657451,"Bends (Masked Raider) (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10473",437129,"Blackie Ross (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10474",642971,"Bleck (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10475",437029,"Cal Brunder (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10476",437037,"Constance Rand (Earth-616)","No Dual Identity","Good Characters",NA,"Blond Hair","Female Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10477",727089,"Dead Shot (Masked Raider) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10478",642926,"Dr. Lang (The Big Boss) (Earth-616)","Secret Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10479",642226,"Dutch Hansen (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10480",641961,"Ganya (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Female Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10481",642805,"Gus Ronson (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10482",437168,"Hook Tebbs (Earth-616)","No Dual Identity","Bad Characters",NA,"Grey Hair","Male Characters",FALSE,"Deceased Characters",1,"December",1939,"Marvel"
"10483",352761,"Jane Framan (Earth-616)","No Dual Identity","Good Characters",NA,"Brown Hair","Female Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10484",642914,"John Crafton (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10485",642807,"John Dillon (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10486",642969,"John Roberts (Earth-616)","No Dual Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10487",642934,"Lil (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Female Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10488",638958,"Lola (Earth-616)","No Dual Identity","Bad Characters",NA,"Blond Hair","Female Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10489",642970,"Lordin (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10490",727088,"Miguel (Masked Raider) (Earth-616)",NA,"Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10491",642968,"Mike (John Crafton Gang) (Earth-616)","No Dual Identity","Bad Characters",NA,"Brown Hair","Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10492",642582,"Mike Malone (Earth-616)","No Dual Identity","Bad Characters",NA,"Bald","Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10493",437139,"Mister Lelong (Earth-616)","Secret Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10494",642949,"Mubangi (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10495",744948,"Officer Foley (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"December",1939,"Marvel"
"10496",639142,"Pinkerton (Earth-616)","No Dual Identity","Neutral Characters",NA,"Bald","Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10497",745537,"Prairie City Sheriff (Masked Raider) (Earth-616)","No Dual Identity","Good Characters",NA,"Grey Hair","Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10498",641381,"Red (Blackie Ross Gang) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10499",642922,"Rowdy (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10500",727087,"Shorty (Masked Raider) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10501",657434,"Slick (Masked Raider) (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10502",642961,"Slug (John Crafton Gang) (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10503",657447,"Steve (Masked Raider) (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10504",642808,"Steve Enkel (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10505",461533,"Sulani (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Female Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10506",727086,"Tex (Masked Raider) (Earth-616)",NA,"Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"December",1939,"Marvel"
"10507",642960,"Tim Roberts (Earth-616)","No Dual Identity","Good Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"October",1939,"Marvel"
"10508",744957,"Tom (EMT) (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10509",642581,"Trigger Bolo (Earth-616)","No Dual Identity","Bad Characters",NA,NA,"Male Characters",FALSE,"Deceased Characters",1,"October",1939,"Marvel"
"10510",641962,"Tupat (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10511",461517,"Wal-Lah (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,NA,FALSE,"Living Characters",1,"October",1939,"Marvel"
"10512",461531,"Zoro (Earth-616)","No Dual Identity","Neutral Characters",NA,NA,"Male Characters",FALSE,"Living Characters",1,"December",1939,"Marvel"
"10513",335174,"1X (Earth-616)","Public Identity","Good Characters",NA,"Blond Hair","Male Characters",FALSE,"Living Characters",1,"March",1940,"Marvel"
"10514",335175,"2X (Earth-616)","Public Identity","Good Characters",NA,"Brown Hair","Male Characters",FALSE,"Living Characters",1,"March",1940,"Marvel"
"10515",335177,"3X (Earth-616)","Public Identity","Good Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",1,"March",1940,"Marvel"
"10516",441247,"Abwama (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Deceased Characters",1,"June",1940,"Marvel"
"10517",446024,"Ali Hassan (Earth-616)","No Dual Identity","Bad Characters",NA,"Black Hair","Male Characters",FALSE,"Living Characters",1,"April",1940,"Marvel"
